Treatment,Period,Group,BoxNum,Round,Future_coalition_P,Future_coalition_V1,Future_coalition_V2,Compete_P,Compete_V1,Compete_V2,All_way_split_P,All_way_split_V1,All_way_split_V2,MWC_P,MWC_V1,MWC_V2,MaxRounds,identity,Chat
2,9,8,4,2,,,,,,,,,,,,,3,v1-v2,"[V1] ""lol""
[V1] ""again its him""
[V2] ""which one were you""
[V1] ""reject anything below 15""
[V2] ""yea I told you""
[V1] ""wait""
[V2] ""code name is eagle""
[V2] ""we team and split 15 15""
[V1] ""next time it will switch""
[V1] ""ya sure""
[V2] ""dude ""
[V2] ""as long as we code name we got this""
[V2] ""eagle""
[V2] ""ok?""
[V1] ""ok eagle"""
2,10,8,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""12 for me rest for you?"""
2,10,8,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""hey""
[V2] ""18/12?"""
2,11,8,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""18 and 12""
[V1] ""??""
[V1] ""i can go lower ""
[V1] ""18 you ""
[P] ""they're offering the same one""
[V1] ""10 and 20 ""
[P] ""deal""
[V1] ""deal"""
2,11,8,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""18 and 12?"""
2,11,8,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""10 each?""
[V1] ""sure"""
2,12,8,3,1,,,,,,,,,,,,,1,public,"[V1] ""10 each?"""
2,12,8,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""lets not accept anything less than 15?""
[V2] ""next round we'll split equal""
[V1] ""dude i had you in the last round"""
2,13,8,1,1,,,,,,,,,,,,,2,p-v1,"[V1] ""20 10?""
[V1] ""you get 20""
[P] ""they are offering same ""
[V1] ""22 8?""
[P] ""wow want 246""
[P] ""24 6 ""
[V1] ""25 5""
[P] ""fine """
2,13,8,2,1,,,,,,,,,,,,,2,p-v2,"[V2] ""hey""
[V2] ""20/10?""
[P] ""thry are offering same ""
[V2] ""9""
[V2] ""?"""
2,13,8,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""20 10?""
[V2] ""screw that guy lol""
[P] ""22 8?""
[V2] ""deal"""
2,13,8,4,1,,,,,,,,,,,,,2,v1-v2,"[V2] ""hey is proposer offering 10 to you?""
[V1] ""reject this guy"""
2,13,8,4,2,,,,,,,,,,,,,2,v1-v2,"[V1] ""traitor ""
[V1] ""keep the money ! ""
[V1] ""lol"""
2,14,8,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""15 each?""
[V1] ""They're asking me to reject any offer you make lol""
[P] ""I'll do 15 each""
[V1] ""Okay"""
2,14,8,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""offer?""
[V2] ""13 me 17 you""
[P] ""ok"""
2,14,8,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""let's reject and then do 15/15?""
[V1] ""Okayyy""
[V2] ""it's more than we're gonna get in this round anyway""
[V1] ""I agree"""
2,15,8,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""20 10 """
2,15,8,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""offer, 20/10"""
2,15,8,3,1,,,,,,,,,,,,,1,public,"[P] ""hi"""
2,15,8,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""lets reject"""
8,1,1,1,1,,,,,,,,,,,,,2,p-v1,"[V1] ""let's split 12-12 for the both of us and 6 for subject 3"""
8,2,1,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""hi""
[V1] ""split $15 each and go home""
[V1] ""Yes hi""
[P] ""what about 13""
[P] ""sounds decent enough?""
[V1] ""so you'll take $17?""
[V1] ""No m8""
[V1] ""i have played this b4 doesnt work""
[V1] ""$15 each""
[P] ""lol""
[V1] ""simple fair"""
8,2,1,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""hi""
[V2] ""Hi""
[P] ""r u willing to take 12""
[P] ""and let the other one take none""
[V2] ""Can we make it 14 and 16?"""
8,2,1,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""We shall split ""
[V1] ""$10 each""
[V1] ""reply"""
8,3,1,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""i would like do a 14 16 split with you""
[P] ""are you sure?""
[V1] ""hows that sound""
[V1] ""yes""
[V1] ""if you give 14 ill approve it""
[P] ""How about 13?""
[V1] ""deal""
[P] ""ok"""
8,3,1,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""yo lets split. I give u 10""
[V2] ""i need  15 least""
[V2] ""lets go equal""
[V2] ""you and i """
8,3,1,3,1,,,,,,,,,,,,,1,public,"[V2] ""10 eah...everyone will leave happy""
[V1] ""there's still a potential for everyone to get more than 10 though"""
8,4,1,1,1,,,,,,,,,,,,,2,p-v1,"[P] ""13?""
[V1] ""done""
[P] ""other one is eady for 11""
[P] ""you?""
[V1] ""12 deal """
8,4,1,2,1,,,,,,,,,,,,,2,p-v2,"[V2] ""25 5?""
[V2] ""ill take 5"""
8,4,1,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""lets do it 15 15"""
8,4,1,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""15 15 ?""
[V1] ""fast ?""
[V2] ""cool""
[V1] ""he is offering 11"""
8,5,1,1,1,,,,,,,,,,,,,3,p-v1,"[P] ""hi"""
8,5,1,1,2,,,,,,,,,,,,,3,p-v1,"[V1] ""15 15?""
[V1] ""i rejected for you""
[P] ""ok then""
[V1] ""great""
[P] ""actually i'm gonna do 13-13 for us and 4 for subject 2"""
8,5,1,2,1,,,,,,,,,,,,,3,p-v2,"[P] ""hi"""
8,5,1,2,2,,,,,,,,,,,,,3,p-v2,"[V2] ""why are you not satisfied with that 12"""
8,5,1,3,1,,,,,,,,,,,,,3,public,"[P] ""do you guys all want 10 or a max profit""
[P] ""talk to me if you want more"""
8,5,1,4,1,,,,,,,,,,,,,3,v1-v2,"[V1] ""15 15?""
[V1] ""if he offers more ""
[V1] ""take it""
[V1] ""im cool with that""
[V1] ""decline if he offers less and we'll split 15 15""
[V1] ""okay?""
[V1] ""hes offering me 14""
[V1] """""
8,6,1,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""12""
[P] ""Are you willing to accept 11?""
[V1] ""lets go"""
8,6,1,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""Are you willing to accept $11?""
[V2] ""alright"""
8,7,1,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""14?"""
8,7,1,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""he wants do to 14 16 and give you zero""
[P] ""i dont like that""
[P] ""ill give us equal""
[P] ""15 15""
[P] ""cool?"""
8,7,1,3,1,,,,,,,,,,,,,1,public,"[V1] ""we will only accept if its equal? what say subject 2?""
[P] ""next round i will accept only if its equal""
[P] ""one of y'all rather make some money now""
[P] ""whoever wants 15 take it now""
[V1] ""ok""
[P] ""the next person wont give more"""
8,7,1,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""do not accept""
[V1] ""lets try our luck untill we get proposer""
[V2] ""ys ""
[V2] ""next time 1515?""
[V1] ""ok done"""
8,8,1,1,1,,,,,,,,,,,,,3,p-v1,"[P] ""What's your offer?""
[V1] ""15?"""
8,8,1,1,2,,,,,,,,,,,,,3,p-v1,"[V1] ""15?""
[V1] ""deal"""
8,8,1,1,3,,,,,,,,,,,,,3,p-v1,"[V1] ""15?"""
8,8,1,2,1,,,,,,,,,,,,,3,p-v2,"[V2] ""10 ?""
[P] ""What's your offer?"""
8,8,1,4,1,,,,,,,,,,,,,3,v1-v2,"[V1] ""do not accept""
[V2] ""then ?""
[V1] ""lets reject""
[V2] ""ok then ?""
[V1] ""and next round lets do 15 15"""
8,8,1,4,2,,,,,,,,,,,,,3,v1-v2,"[V2] ""sure ?"""
8,8,1,4,3,,,,,,,,,,,,,3,v1-v2,"[V2] ""13?"""
8,9,1,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""yo how much u want""
[P] ""12?""
[V1] ""13 please""
[P] ""is that cool?""
[V1] ""Yes ""
[V1] ""take it ""
[P] ""12?""
[V1] ""13 please""
[V1] ""by gods sake""
[V1] ""let me be happy""
[P] ""Done""
[P] ""Sreading a smile is my job ""
[P] ""lets do it""
[V1] ""thanks"""
8,9,1,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""just give me at least 5""
[V2] ""i keep on getting zeros""
[P] ""lol""
[P] ""okay"""
8,9,1,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""wanna play it fair?""
[V1] ""buddy"""
8,10,1,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""15?""
[V1] ""lwts split""
[P] ""sure"""
8,10,1,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""Whats the deal?""
[V2] ""3""
[V2] ""13"""
8,10,1,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""do not accept""
[V1] ""let wait for our luck""
[V1] ""until we get propser""
[V2] ""done deal"""
8,11,1,1,1,,,,,,,,,,,,,3,p-v1,"[P] ""12?""
[V1] ""we are rejecting you""
[V1] ""you wanna split $15 b/w us go ahead"""
8,11,1,1,2,,,,,,,,,,,,,3,p-v1,"[V1] ""boo ""
[P] ""lol""
[V1] ""$15 each?""
[P] ""ok"""
8,11,1,1,3,,,,,,,,,,,,,3,p-v1,"[P] ""lol""
[V1] ""10?""
[P] ""why""
[P] ""u gave me zero""
[P] ""twice""
[V1] ""other guy asked me to reject u""
[V1] ""i will reject"""
8,11,1,2,1,,,,,,,,,,,,,3,p-v2,"[P] ""12?""
[V2] ""15?""
[P] ""ok"""
8,11,1,2,2,,,,,,,,,,,,,3,p-v2,"[P] ""how much""
[V2] ""15"""
8,11,1,2,3,,,,,,,,,,,,,3,p-v2,"[V2] ""15 each!""
[P] ""kept your word?""
[V2] ""Yes! Rejected"""
8,11,1,3,1,,,,,,,,,,,,,3,public,"[P] ""whats the deal"""
8,11,1,3,3,,,,,,,,,,,,,3,public,"[V1] ""15?""
[V1] ""give me 10""
[V2] ""Either equal""
[V2] ""or I get 12"""
8,11,1,4,1,,,,,,,,,,,,,3,v1-v2,"[V1] ""hi""
[V1] ""lets reject proposer""
[V1] ""we both do $15 each""
[V2] ""Done""
[V1] ""keep your word please."""
8,11,1,4,2,,,,,,,,,,,,,3,v1-v2,"[V2] ""Kept my word""
[V1] ""Thanks ""
[V1] ""Appreciate it """
8,11,1,4,3,,,,,,,,,,,,,3,v1-v2,"[V1] ""reject """
8,12,1,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""give me 10""
[P] ""sure"""
8,13,1,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""hi""
[V1] ""15?"""
8,13,1,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""12""
[P] ""good"""
8,13,1,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""Reject?""
[V1] ""Let's divide equally?""
[V2] ""yes""
[V2] ""exactly"""
8,14,1,1,1,,,,,,,,,,,,,4,p-v1,"[P] ""14""
[P] ""take it?""
[V1] ""okay ""
[V1] ""14 i like"""
8,14,1,2,1,,,,,,,,,,,,,4,p-v2,"[P] ""14""
[V2] ""10?""
[V2] ""ok""
[P] ""ok""
[V2] ""anything""
[P] ""ill give u 10"""
8,14,1,2,3,,,,,,,,,,,,,4,p-v2,"[V2] ""15""
[V2] ""deal"""
8,14,1,2,4,,,,,,,,,,,,,4,p-v2,"[V2] ""15"""
8,14,1,4,1,,,,,,,,,,,,,4,v1-v2,"[V1] ""15 15?""
[V2] ""yes""
[V2] ""lets reject""
[V2] ""and split"""
8,15,1,1,1,,,,,,,,,,,,,5,p-v1,"[V1] ""last round ?""
[V1] ""deal is a deal ""
[V1] ""15 15 ""
[P] ""pls trust me""
[P] ""i am sorry"""
8,15,1,1,2,,,,,,,,,,,,,5,p-v1,"[P] ""yyo""
[V1] ""heyaaa ""
[P] ""10?""
[V1] ""ok"""
8,15,1,1,3,,,,,,,,,,,,,5,p-v1,"[V1] ""by mistake """
8,15,1,2,1,,,,,,,,,,,,,5,p-v2,"[V2] ""12?""
[V2] ""please dont break my tust'""
[V2] ""trust*""
[P] ""pls trust me""
[V2] ""ill take 5 min"""
8,15,1,2,4,,,,,,,,,,,,,5,p-v2,"[V2] ""10 pleas""
[V2] ""its not guaaenteed""
[V2] ""adom ounds will be seleted"""
8,15,1,3,1,,,,,,,,,,,,,5,public,"[P] ""hui guys""
[P] ""i am not trying to fool u ""
[P] ""i have cash problems""
[P] ""i hardly made last few rounds""
[V2] ""same here""
[P] ""i will take 30""
[P] ""pls trust me""
[V2] ""what?""
[V2] ""is itn ot unfair""
[P] ""i really have problem""
[P] ""i am very sorry"""
8,15,1,3,2,,,,,,,,,,,,,5,public,"[V2] ""it is okay"""
8,15,1,3,3,,,,,,,,,,,,,5,public,"[V2] ""guys pls dont do this"""
8,15,1,3,4,,,,,,,,,,,,,5,public,"[P] ""guys pls trust me""
[P] ""Bc trust karo""
[V1] ""language """
8,15,1,3,5,,,,,,,,,,,,,5,public,"[V1] ""21 sec ?"""
8,15,1,4,1,,,,,,,,,,,,,5,v1-v2,"[V1] ""deal is a deal ""
[V2] ""whats it?""
[V1] ""15 15 ""
[V2] ""done""
[V1] ""let 3 joke around ""
[V2] ""haha"""
8,1,2,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""hi""
[V1] ""hi""
[V1] ""How are you spilitting this""
[P] ""will uou approve it?""
[V1] ""depends ""
[P] ""lol""
[V1] ""if I can get more than 12""
[V1] ""ill approve it""
[P] ""cool"""
8,1,2,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""lets not take less than 10""
[V1] ""k"""
8,3,2,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""25 5 ?""
[P] ""ill give you 12"""
8,4,2,3,1,,,,,,,,,,,,,1,public,"[V2] ""lets do equal?""
[P] ""ok"""
8,5,2,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""Boo ""
[V1] ""Let's go""
[V1] ""You take 16. I'll take 14""
[V1] ""WHat up"""
8,5,2,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""Are you willing to accept $12?""
[V2] ""fine"""
8,5,2,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""Yo""
[V1] ""shall we agree on $10 each?"""
8,6,2,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""15 15?""
[V1] ""k"""
8,6,2,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""15 15?""
[V2] ""ok"""
8,6,2,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""15 15 ?""
[V2] ""ff""
[V2] ""??""
[V2] ""deal ?""
[V1] ""u are not the proposer though"""
8,7,2,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""13?""
[V1] ""les go""
[P] ""What's your offer?""
[V1] ""13""
[P] ""12?""
[V1] ""done""
[V1] """""
8,7,2,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""What's your offer?""
[V2] ""16 for you, 14 for me"""
8,8,2,1,1,,,,,,,,,,,,,3,p-v1,"[P] ""what's your offer?""
[V1] ""13""
[V1] ""Lets do it"""
8,8,2,2,1,,,,,,,,,,,,,3,p-v2,"[P] ""what's your offer?""
[V2] ""anything more than 11""
[V2] ""even 11 is good bro""
[P] ""ok""
[V2] ""ill take it"""
8,8,2,2,2,,,,,,,,,,,,,3,p-v2,"[P] ""noob""
[V2] ""haha ""
[V2] ""cool giving you 15""
[V2] ""i mean""
[V2] ""you give 15""
[V2] "" my bad"""
8,8,2,4,1,,,,,,,,,,,,,3,v1-v2,"[V2] ""15 15?""
[V1] ""done""
[V2] ""sick""
[V1] """""
8,8,2,4,3,,,,,,,,,,,,,3,v1-v2,"[V2] ""wow""
[V2] ""you broke my heart""
[V2] ""i wanna cry now""
[V1] ""do cry then""
[V1] ""i sill wann see ou smle""
[V2] ""still giving 15 15?""
[V1] ""positivity ""
[V1] ""les do it""
[V2] ""if you break me again""
[V2] ""i will leave"""
8,9,2,1,1,,,,,,,,,,,,,2,p-v1,"[V1] ""10 ?""
[P] ""equal?""
[V1] ""ok"""
8,9,2,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""12 for me?""
[V1] ""18 for you?"""
8,9,2,2,1,,,,,,,,,,,,,2,p-v2,"[P] ""12?""
[V2] ""sry""
[V2] ""15"""
8,9,2,2,2,,,,,,,,,,,,,2,p-v2,"[P] ""i ll split with you""
[P] ""sounds good?""
[V2] ""ok"""
8,9,2,4,1,,,,,,,,,,,,,2,v1-v2,"[V2] ""shal we jsut keep rejecting""
[V2] ""unless he gives at least a 15 15 split""
[V1] ""ok""
[V1] ""deal ?""
[V2] ""yes"""
8,10,2,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""?""
[V1] ""give me 10""
[P] ""u sure ""
[P] ""?""
[V1] ""yes""
[P] ""definetly ?""
[V1] ""yes"""
8,10,2,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""13?"""
8,10,2,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""Reject proposal and take 15 equally?"""
8,11,2,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""?""
[V1] ""give me 10""
[P] ""u sure ?""
[V1] ""yes""
[P] ""definetly ?""
[V1] ""yse"""
8,11,2,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""?""
[V2] ""14 16?"""
8,11,2,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""15 15?"""
8,12,2,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""hui""
[V1] ""u take 16"""
8,12,2,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""im willing to take 14""
[P] ""cool""
[V2] ""u can take the rest"""
8,12,2,4,2,,,,,,,,,,,,,2,v1-v2,"[V1] ""hi""
[V2] ""hi""
[V1] ""Let's reject him"""
8,13,2,1,1,,,,,,,,,,,,,2,p-v1,"[P] ""hi""
[V1] ""hi""
[V1] ""14 16?""
[V1] ""13 17?"""
8,13,2,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""take it""
[V1] ""please""
[V1] ""You take 16"""
8,13,2,2,1,,,,,,,,,,,,,2,p-v2,"[P] ""hi"""
8,13,2,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""15 15?""
[V2] ""i rejected for you"""
8,13,2,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""15 15?""
[V2] ""yeah"""
8,13,2,4,2,,,,,,,,,,,,,2,v1-v2,"[V1] ""reject"""
8,14,2,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""15?""
[V1] ""give me 10"""
8,14,2,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""15?""
[V2] ""good"""
8,14,2,3,1,,,,,,,,,,,,,1,public,"[P] ""Offer?"""
8,14,2,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""hey"""
8,15,2,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""proposer says you get 0""
[P] ""hi""
[V1] ""hi""
[V1] ""u proposer""
[P] ""im the propose lol""
[V1] ""you propose whom?""
[P] ""u messed up my man""
[V1] ""other guy say u and I reject him""
[P] ""are you willing to take 14?""
[V1] ""ok"""
8,15,2,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""hello""
[V2] ""let's do 15-15""
[P] ""what about 14""
[V2] ""i want 15"""
8,15,2,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""15 15?""
[V1] ""yes""
[V1] ""done""
[V1] ""i told proposer""
[V1] ""he is going to single me out""
[V1] ""i get 0 ""
[V1] ""plz reject him""
[V1] ""REJECT HIM""
[V2] ""ok""
[V1] ""WE both take $15 each"""
8,1,3,3,1,,,,,,,,,,,,,1,public,"[V1] ""?""
[V2] ""we can accept $10 each and go home""
[V2] ""simple ""
[V1] ""good idea"""
8,2,3,1,1,,,,,,,,,,,,,2,p-v1,"[P] ""hello""
[V1] ""hi""
[P] ""how much do you neecd to approve it?""
[V1] ""14 16 ?""
[V1] ""u 16 ""
[V1] ""me 14"""
8,2,3,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""u 16 """
8,2,3,2,1,,,,,,,,,,,,,2,p-v2,"[P] ""ho much you need to apprve it ?""
[P] ""10?""
[V2] ""15?""
[V2] ""lets do eqal""
[P] ""12 ?""
[V2] ""1?""
[V2] ""14""
[V2] ""lets do that""
[P] ""ok"""
8,2,3,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""deal 3 is giving is 16 14"""
8,3,3,1,1,,,,,,,,,,,,,2,p-v1,"[P] ""10?""
[V1] ""let's do 11-11 for us and 8 for subject 3""
[P] ""ok""
[P] ""u will get 11""
[P] ""i ill take reamaining""
[V1] ""ok"""
8,3,3,2,1,,,,,,,,,,,,,2,p-v2,"[P] ""10?""
[V2] ""13"""
8,4,3,1,1,,,,,,,,,,,,,3,p-v1,"[V1] ""hello""
[V1] ""Lets go 14 me 16 you"""
8,4,3,1,2,,,,,,,,,,,,,3,p-v1,"[V1] ""yo""
[P] ""11?""
[P] ""the other guy wants 12""
[V1] ""keep it the same way. I'll take 14"""
8,4,3,1,3,,,,,,,,,,,,,3,p-v1,"[P] ""i was telling him to give us at least 10 each""
[P] ""or more""
[V1] ""Yeah thats good""
[V1] ""I told him he's a noob""
[P] ""ill split betwenn us""
[V1] ""he says same here. LMAO.""
[P] ""since im the proposer""
[V1] ""Yeah I got it."""
8,4,3,2,1,,,,,,,,,,,,,3,p-v2,"[V2] ""split 13 17"""
8,4,3,2,2,,,,,,,,,,,,,3,p-v2,"[V2] ""if u give out 13""
[V2] ""ill approve it right away""
[P] ""12?""
[V2] ""10 each""
[P] ""11*......the other guy wants 12""
[V2] ""if you dont give us at least 10 each""
[V2] ""well keep rejecting that"""
8,4,3,3,3,,,,,,,,,,,,,3,public,"[V2] ""10 and call it for every ound"""
8,4,3,4,1,,,,,,,,,,,,,3,v1-v2,"[V1] ""lets split at $10 each okay?"""
8,4,3,4,2,,,,,,,,,,,,,3,v1-v2,"[V1] ""hi""
[V1] ""lets keep it at $10 each""
[V1] ""thanks for the !st one""
[V2] ""i was doing it for myself though lol""
[V2] ""did you talk to him yet""
[V1] ""ya""
[V2] ""what did he say""
[V1] ""cunning""
[V2] ""hahaa""
[V1] ""saying take 12""
[V2] ""did you take it""
[V1] ""nope""
[V2] ""k""
[V2] ""10 each is fair enough""
[V1] ""$10 each. Fair an square""
[V1] ""Cool.""
[V1] ""Trust the word.""
[V2] ""k""
[V1] ""Cheers!.""
[V2] ""yaah"""
8,4,3,4,3,,,,,,,,,,,,,3,v1-v2,"[V1] ""Lol""
[V1] ""What a noob""
[V2] ""same here"""
8,5,3,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""?""
[V1] ""10?""
[V1] ""yea like last time same"""
8,5,3,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""?""
[V2] ""14?""
[P] ""done"""
8,6,3,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""ill give you 10 other zero""
[P] ""accept it""
[V1] ""give me 14, you 16, and 0 for sub 2"""
8,6,3,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""12?""
[P] ""Ok""
[P] ""Take it"""
8,6,3,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""do not accept""
[V2] ""lets try our luck untill we get the proper""
[V2] ""proposer**"""
8,7,3,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""13 ?""
[V1] ""ok"""
8,7,3,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""14 ?""
[V2] ""fair"""
8,7,3,3,1,,,,,,,,,,,,,1,public,"[V2] ""again im not the proposer lol""
[V1] ""sorry friend""
[V1] ""shall we keep on rejecting?""
[V1] ""unitl either of us becomes proposer?"""
8,9,3,3,1,,,,,,,,,,,,,2,public,"[P] ""im taking 20""
[P] ""one of u 10""
[V1] ""okay ""
[P] ""atleast one of us can make money""
[V1] ""makes sense ""
[V1] ""send 10"""
8,9,3,3,2,,,,,,,,,,,,,2,public,"[P] ""scam""
[P] ""lol""
[V1] ""good try tho""
[P] ""12?""
[P] ""15"""
8,9,3,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""15 15?""
[V1] ""we will do 15 15"""
8,9,3,4,2,,,,,,,,,,,,,2,v1-v2,"[V1] ""hhahah""
[V1] ""ill give you 15""
[V1] ""is that okay?"""
8,10,3,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""hi""
[V2] ""hi""
[V1] ""do you want to do a split between us""
[V2] ""Lets play fair shall we?""
[V2] ""Ok sure""
[V2] ""keep on rejecting him?""
[V1] ""yes""
[V2] ""$15 each?""
[V1] ""until one of us ""
[V2] ""Cool"""
8,11,3,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""Think like a boss""
[V2] ""lets split""
[P] ""15-15?""
[V2] ""surre """
8,11,3,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""hi""
[V2] ""hello""
[V1] ""do you want to keep rejecting until one of us become the dealer""
[V2] ""done""
[V1] ""then we can do a split""
[V2] ""yes done""
[V1] ""or whoever gets to be the next one do a 14 16"""
8,12,3,1,1,,,,,,,,,,,,,2,p-v1,"[P] ""Offer?""
[V1] ""13"""
8,12,3,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""Wow"""
8,12,3,2,1,,,,,,,,,,,,,2,p-v2,"[P] ""Offer?""
[V2] ""10 ?"""
8,12,3,3,1,,,,,,,,,,,,,2,public,"[V1] ""equal split?"""
8,12,3,4,1,,,,,,,,,,,,,2,v1-v2,"[V2] ""?""
[V1] ""lets rejecct""
[V1] ""and split""
[V2] ""ok""
[V2] ""sure?""
[V1] ""yeah""
[V2] ""ok"""
8,13,3,1,1,,,,,,,,,,,,,2,p-v1,"[V1] ""15?""
[V1] ""13?""
[V1] ""12?"""
8,13,3,2,1,,,,,,,,,,,,,2,p-v2,"[V2] ""give me 10""
[P] ""there is a glitch ""
[P] ""for 30 both get 30 ""
[V2] ""lets get then"""
8,13,3,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""give me 10""
[P] ""i told you its glitch """
8,13,3,3,1,,,,,,,,,,,,,2,public,"[V1] ""equal split""
[V1] ""?"""
8,13,3,3,2,,,,,,,,,,,,,2,public,"[V1] ""dude""
[V1] ""30? seriously"""
8,13,3,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""lets reject and split next round"""
8,14,3,1,2,,,,,,,,,,,,,3,p-v1,"[P] ""12?"""
8,14,3,1,3,,,,,,,,,,,,,3,p-v1,"[V1] ""ok you can get 16 and 14 for me""
[V1] ""since you also declined""
[P] ""deal is a deal """
8,14,3,2,1,,,,,,,,,,,,,3,p-v2,"[V2] ""?""
[P] ""last round""
[V2] ""ikr""
[P] ""the other needs 5 so""
[V2] ""sorry ?"""
8,14,3,2,2,,,,,,,,,,,,,3,p-v2,"[P] ""w hat the hek""
[V2] ""15 15 ?""
[P] ""12?""
[V2] ""15 15 """
8,14,3,2,3,,,,,,,,,,,,,3,p-v2,"[P] ""wanna have 1 ?""
[P] ""or 0 ?""
[V2] ""what?""
[P] ""5 ?""
[V2] ""12 and all it"""
8,14,3,4,1,,,,,,,,,,,,,3,v1-v2,"[V1] ""15 15?""
[V2] ""sure ?""
[V1] ""i'll decline for you"""
8,14,3,4,2,,,,,,,,,,,,,3,v1-v2,"[V1] ""let's try again?""
[V2] ""sorry ?""
[V2] "" 15 15 ?""
[V2] "" sure ""
[V1] ""yeah 15 15""
[V2] ""sure ?"""
8,14,3,4,3,,,,,,,,,,,,,3,v1-v2,"[V2] ""lets go equal?"""
8,15,3,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""14?""
[P] ""offer?"""
8,15,3,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""Offer?""
[V2] ""give me 10"""
